,provincia,año,value,percentage,datetime,COD-CCAA
0,Andalucía,2019,3668893.328,1,2019-01-01T00:00:00.000+01:00,4
1,Andalucía,2019,3152278.091,1,2019-02-01T00:00:00.000+01:00,4
2,Andalucía,2019,3216356.36,1,2019-03-01T00:00:00.000+01:00,4
3,Andalucía,2019,3029639.973,1,2019-04-01T00:00:00.000+02:00,4
4,Andalucía,2019,3154123.467,1,2019-05-01T00:00:00.000+02:00,4
5,Andalucía,2019,3181997.313,1,2019-06-01T00:00:00.000+02:00,4
6,Andalucía,2019,3676269.543,1,2019-07-01T00:00:00.000+02:00,4
7,Andalucía,2019,3786647.665,1,2019-08-01T00:00:00.000+02:00,4
8,Andalucía,2019,3261926.084,1,2019-09-01T00:00:00.000+02:00,4
9,Andalucía,2019,3143205.713,1,2019-10-01T00:00:00.000+02:00,4
10,Andalucía,2019,3215694.404,1,2019-11-01T00:00:00.000+01:00,4
11,Andalucía,2019,3383670.228,1,2019-12-01T00:00:00.000+01:00,4
12,Andalucía,2020,3648510.198,1,2020-01-01T00:00:00.000+01:00,4
13,Andalucía,2020,3085375.745,1,2020-02-01T00:00:00.000+01:00,4
14,Andalucía,2020,3136155.192,1,2020-03-01T00:00:00.000+01:00,4
15,Andalucía,2020,2680249.534,1,2020-04-01T00:00:00.000+02:00,4
16,Andalucía,2020,2833738.348,1,2020-05-01T00:00:00.000+02:00,4
17,Andalucía,2020,2999931.629,1,2020-06-01T00:00:00.000+02:00,4
18,Andalucía,2020,3944796.05,1,2020-07-01T00:00:00.000+02:00,4
19,Andalucía,2020,3852523.918,1,2020-08-01T00:00:00.000+02:00,4
20,Andalucía,2020,3248747.485,1,2020-09-01T00:00:00.000+02:00,4
21,Andalucía,2020,3070190.647,1,2020-10-01T00:00:00.000+02:00,4
22,Andalucía,2020,3040312.816,1,2020-11-01T00:00:00.000+01:00,4
23,Andalucía,2020,3482080.542,1,2020-12-01T00:00:00.000+01:00,4
24,Andalucía,2021,3806960.159,1,2021-01-01T00:00:00.000+01:00,4
25,Andalucía,2021,3016830.479,1,2021-02-01T00:00:00.000+01:00,4
26,Andalucía,2021,3214203.583,1,2021-03-01T00:00:00.000+01:00,4
27,Andalucía,2021,2944784.896,1,2021-04-01T00:00:00.000+02:00,4
28,Andalucía,2021,3088142.326,1,2021-05-01T00:00:00.000+02:00,4
29,Andalucía,2021,3166035.944,1,2021-06-01T00:00:00.000+02:00,4
30,Andalucía,2021,3688723.186,1,2021-07-01T00:00:00.000+02:00,4
31,Andalucía,2021,3781782.817,1,2021-08-01T00:00:00.000+02:00,4
32,Andalucía,2021,3261936.787,1,2021-09-01T00:00:00.000+02:00,4
33,Andalucía,2021,3062789.782,1,2021-10-01T00:00:00.000+02:00,4
34,Andalucía,2021,3180304.564,1,2021-11-01T00:00:00.000+01:00,4
35,Andalucía,2021,3441074.577,1,2021-12-01T00:00:00.000+01:00,4
36,Aragón,2019,957420.099,1,2019-01-01T00:00:00.000+01:00,5
37,Aragón,2019,859577.223,1,2019-02-01T00:00:00.000+01:00,5
38,Aragón,2019,931375.419,1,2019-03-01T00:00:00.000+01:00,5
39,Aragón,2019,861851.879,1,2019-04-01T00:00:00.000+02:00,5
40,Aragón,2019,901078.329,1,2019-05-01T00:00:00.000+02:00,5
41,Aragón,2019,887513.783,1,2019-06-01T00:00:00.000+02:00,5
42,Aragón,2019,947768.672,1,2019-07-01T00:00:00.000+02:00,5
43,Aragón,2019,918355.065,1,2019-08-01T00:00:00.000+02:00,5
44,Aragón,2019,880277.404,1,2019-09-01T00:00:00.000+02:00,5
45,Aragón,2019,883069.114,1,2019-10-01T00:00:00.000+02:00,5
46,Aragón,2019,905361.295,1,2019-11-01T00:00:00.000+01:00,5
47,Aragón,2019,875169.733,1,2019-12-01T00:00:00.000+01:00,5
48,Aragón,2020,936969.954,1,2020-01-01T00:00:00.000+01:00,5
49,Aragón,2020,847063.224,1,2020-02-01T00:00:00.000+01:00,5
50,Aragón,2020,845670.025,1,2020-03-01T00:00:00.000+01:00,5
51,Aragón,2020,715893.499,1,2020-04-01T00:00:00.000+02:00,5
52,Aragón,2020,780472.526,1,2020-05-01T00:00:00.000+02:00,5
53,Aragón,2020,800765.41,1,2020-06-01T00:00:00.000+02:00,5
54,Aragón,2020,883086.548,1,2020-07-01T00:00:00.000+02:00,5
55,Aragón,2020,884240.341,1,2020-08-01T00:00:00.000+02:00,5
56,Aragón,2020,844042.251,1,2020-09-01T00:00:00.000+02:00,5
57,Aragón,2020,848048.821,1,2020-10-01T00:00:00.000+02:00,5
58,Aragón,2020,854810.773,1,2020-11-01T00:00:00.000+01:00,5
59,Aragón,2020,873158.298,1,2020-12-01T00:00:00.000+01:00,5
60,Aragón,2021,899098.143,1,2021-01-01T00:00:00.000+01:00,5
61,Aragón,2021,806734.845,1,2021-02-01T00:00:00.000+01:00,5
62,Aragón,2021,901481.249,1,2021-03-01T00:00:00.000+01:00,5
63,Aragón,2021,835504.911,1,2021-04-01T00:00:00.000+02:00,5
64,Aragón,2021,854555.031,1,2021-05-01T00:00:00.000+02:00,5
65,Aragón,2021,881086.419,1,2021-06-01T00:00:00.000+02:00,5
66,Aragón,2021,914403.06,1,2021-07-01T00:00:00.000+02:00,5
67,Aragón,2021,890945.768,1,2021-08-01T00:00:00.000+02:00,5
68,Aragón,2021,857223.626,1,2021-09-01T00:00:00.000+02:00,5
69,Aragón,2021,842280.712,1,2021-10-01T00:00:00.000+02:00,5
70,Aragón,2021,884111.867,1,2021-11-01T00:00:00.000+01:00,5
71,Aragón,2021,895918.585,1,2021-12-01T00:00:00.000+01:00,5
72,Canarias,2019,755349.344,1,2019-01-01T00:00:00.000+01:00,8742
73,Canarias,2019,678572.401,1,2019-02-01T00:00:00.000+01:00,8742
74,Canarias,2019,738613.341,1,2019-03-01T00:00:00.000+01:00,8742
75,Canarias,2019,701144.535,1,2019-04-01T00:00:00.000+02:00,8742
76,Canarias,2019,724435.551,1,2019-05-01T00:00:00.000+02:00,8742
77,Canarias,2019,714689.013,1,2019-06-01T00:00:00.000+02:00,8742
78,Canarias,2019,765155.245,1,2019-07-01T00:00:00.000+02:00,8742
79,Canarias,2019,788634.096,1,2019-08-01T00:00:00.000+02:00,8742
80,Canarias,2019,752661.657,1,2019-09-01T00:00:00.000+02:00,8742
81,Canarias,2019,773780.358,1,2019-10-01T00:00:00.000+02:00,8742
82,Canarias,2019,734424.275,1,2019-11-01T00:00:00.000+01:00,8742
83,Canarias,2019,747518.318,1,2019-12-01T00:00:00.000+01:00,8742
84,Canarias,2020,756953.464,1,2020-01-01T00:00:00.000+01:00,8742
85,Canarias,2020,705861.132,1,2020-02-01T00:00:00.000+01:00,8742
86,Canarias,2020,682194.297,1,2020-03-01T00:00:00.000+01:00,8742
87,Canarias,2020,548481.932,1,2020-04-01T00:00:00.000+02:00,8742
88,Canarias,2020,581117.603,1,2020-05-01T00:00:00.000+02:00,8742
89,Canarias,2020,602698.837,1,2020-06-01T00:00:00.000+02:00,8742
90,Canarias,2020,679184.288,1,2020-07-01T00:00:00.000+02:00,8742
91,Canarias,2020,712516.545,1,2020-08-01T00:00:00.000+02:00,8742
92,Canarias,2020,684875.592,1,2020-09-01T00:00:00.000+02:00,8742
93,Canarias,2020,674860.239,1,2020-10-01T00:00:00.000+02:00,8742
94,Canarias,2020,652336.766,1,2020-11-01T00:00:00.000+01:00,8742
95,Canarias,2020,665587.715,1,2020-12-01T00:00:00.000+01:00,8742
96,Canarias,2021,648143.584,1,2021-01-01T00:00:00.000+01:00,8742
97,Canarias,2021,576433.134,1,2021-02-01T00:00:00.000+01:00,8742
98,Canarias,2021,640601.157,1,2021-03-01T00:00:00.000+01:00,8742
99,Canarias,2021,615594.768,1,2021-04-01T00:00:00.000+02:00,8742
100,Canarias,2021,638221.977,1,2021-05-01T00:00:00.000+02:00,8742
101,Canarias,2021,637990.222,1,2021-06-01T00:00:00.000+02:00,8742
102,Canarias,2021,702057.86,1,2021-07-01T00:00:00.000+02:00,8742
103,Canarias,2021,728446.23,1,2021-08-01T00:00:00.000+02:00,8742
104,Canarias,2021,724325.74,1,2021-09-01T00:00:00.000+02:00,8742
105,Canarias,2021,734306.806,1,2021-10-01T00:00:00.000+02:00,8742
106,Canarias,2021,703556.805,1,2021-11-01T00:00:00.000+01:00,8742
107,Canarias,2021,719893.229,1,2021-12-01T00:00:00.000+01:00,8742
108,Cantabria,2019,376344.812,1,2019-01-01T00:00:00.000+01:00,6
109,Cantabria,2019,335609.363,1,2019-02-01T00:00:00.000+01:00,6
110,Cantabria,2019,363081.312,1,2019-03-01T00:00:00.000+01:00,6
111,Cantabria,2019,358214.104,1,2019-04-01T00:00:00.000+02:00,6
112,Cantabria,2019,358357.706,1,2019-05-01T00:00:00.000+02:00,6
113,Cantabria,2019,334031.262,1,2019-06-01T00:00:00.000+02:00,6
114,Cantabria,2019,349591.357,1,2019-07-01T00:00:00.000+02:00,6
115,Cantabria,2019,344327.486,1,2019-08-01T00:00:00.000+02:00,6
116,Cantabria,2019,341052.811,1,2019-09-01T00:00:00.000+02:00,6
117,Cantabria,2019,347289.235,1,2019-10-01T00:00:00.000+02:00,6
118,Cantabria,2019,356017.986,1,2019-11-01T00:00:00.000+01:00,6
119,Cantabria,2019,324383.453,1,2019-12-01T00:00:00.000+01:00,6
120,Cantabria,2020,341784.053,1,2020-01-01T00:00:00.000+01:00,6
121,Cantabria,2020,330739.792,1,2020-02-01T00:00:00.000+01:00,6
122,Cantabria,2020,356180.394,1,2020-03-01T00:00:00.000+01:00,6
123,Cantabria,2020,287372.937,1,2020-04-01T00:00:00.000+02:00,6
124,Cantabria,2020,314378.961,1,2020-05-01T00:00:00.000+02:00,6
125,Cantabria,2020,280657.543,1,2020-06-01T00:00:00.000+02:00,6
126,Cantabria,2020,319142.121,1,2020-07-01T00:00:00.000+02:00,6
127,Cantabria,2020,340134.022,1,2020-08-01T00:00:00.000+02:00,6
128,Cantabria,2020,333667.089,1,2020-09-01T00:00:00.000+02:00,6
129,Cantabria,2020,351119.216,1,2020-10-01T00:00:00.000+02:00,6
130,Cantabria,2020,344154.085,1,2020-11-01T00:00:00.000+01:00,6
131,Cantabria,2020,306515.675,1,2020-12-01T00:00:00.000+01:00,6
132,Cantabria,2021,301323.586,1,2021-01-01T00:00:00.000+01:00,6
133,Cantabria,2021,312051.981,1,2021-02-01T00:00:00.000+01:00,6
134,Cantabria,2021,354118.186,1,2021-03-01T00:00:00.000+01:00,6
135,Cantabria,2021,334415.536,1,2021-04-01T00:00:00.000+02:00,6
136,Cantabria,2021,354486.889,1,2021-05-01T00:00:00.000+02:00,6
137,Cantabria,2021,350482.439,1,2021-06-01T00:00:00.000+02:00,6
138,Cantabria,2021,345632.751,1,2021-07-01T00:00:00.000+02:00,6
139,Cantabria,2021,345589.824,1,2021-08-01T00:00:00.000+02:00,6
140,Cantabria,2021,338863.197,1,2021-09-01T00:00:00.000+02:00,6
141,Cantabria,2021,328646.412,1,2021-10-01T00:00:00.000+02:00,6
142,Cantabria,2021,336095.262,1,2021-11-01T00:00:00.000+01:00,6
143,Cantabria,2021,314925.718,1,2021-12-01T00:00:00.000+01:00,6
144,Castilla - La Mancha,2019,1112346.134,1,2019-01-01T00:00:00.000+01:00,7
145,Castilla - La Mancha,2019,988724.576,1,2019-02-01T00:00:00.000+01:00,7
146,Castilla - La Mancha,2019,1039939.791,1,2019-03-01T00:00:00.000+01:00,7
147,Castilla - La Mancha,2019,931138.133,1,2019-04-01T00:00:00.000+02:00,7
148,Castilla - La Mancha,2019,975360.89,1,2019-05-01T00:00:00.000+02:00,7
149,Castilla - La Mancha,2019,1000327.159,1,2019-06-01T00:00:00.000+02:00,7
150,Castilla - La Mancha,2019,1152988.982,1,2019-07-01T00:00:00.000+02:00,7
151,Castilla - La Mancha,2019,1077388.382,1,2019-08-01T00:00:00.000+02:00,7
152,Castilla - La Mancha,2019,931369.774,1,2019-09-01T00:00:00.000+02:00,7
153,Castilla - La Mancha,2019,944877.518,1,2019-10-01T00:00:00.000+02:00,7
154,Castilla - La Mancha,2019,970712.128,1,2019-11-01T00:00:00.000+01:00,7
155,Castilla - La Mancha,2019,1010042.555,1,2019-12-01T00:00:00.000+01:00,7
156,Castilla - La Mancha,2020,1061533.843,1,2020-01-01T00:00:00.000+01:00,7
157,Castilla - La Mancha,2020,939083.828,1,2020-02-01T00:00:00.000+01:00,7
158,Castilla - La Mancha,2020,988619.577,1,2020-03-01T00:00:00.000+01:00,7
159,Castilla - La Mancha,2020,807391.746,1,2020-04-01T00:00:00.000+02:00,7
160,Castilla - La Mancha,2020,917831.634,1,2020-05-01T00:00:00.000+02:00,7
161,Castilla - La Mancha,2020,964355.873,1,2020-06-01T00:00:00.000+02:00,7
162,Castilla - La Mancha,2020,1173169.272,1,2020-07-01T00:00:00.000+02:00,7
163,Castilla - La Mancha,2020,1114481.323,1,2020-08-01T00:00:00.000+02:00,7
164,Castilla - La Mancha,2020,930478.016,1,2020-09-01T00:00:00.000+02:00,7
165,Castilla - La Mancha,2020,926029.016,1,2020-10-01T00:00:00.000+02:00,7
166,Castilla - La Mancha,2020,918647.462,1,2020-11-01T00:00:00.000+01:00,7
167,Castilla - La Mancha,2020,1018731.82,1,2020-12-01T00:00:00.000+01:00,7
168,Castilla - La Mancha,2021,1064675.945,1,2021-01-01T00:00:00.000+01:00,7
169,Castilla - La Mancha,2021,916023.561,1,2021-02-01T00:00:00.000+01:00,7
170,Castilla - La Mancha,2021,1012109.007,1,2021-03-01T00:00:00.000+01:00,7
171,Castilla - La Mancha,2021,945621.257,1,2021-04-01T00:00:00.000+02:00,7
172,Castilla - La Mancha,2021,983773.982,1,2021-05-01T00:00:00.000+02:00,7
173,Castilla - La Mancha,2021,978293.68,1,2021-06-01T00:00:00.000+02:00,7
174,Castilla - La Mancha,2021,1138124.645,1,2021-07-01T00:00:00.000+02:00,7
175,Castilla - La Mancha,2021,1111553.19,1,2021-08-01T00:00:00.000+02:00,7
176,Castilla - La Mancha,2021,942787.008,1,2021-09-01T00:00:00.000+02:00,7
177,Castilla - La Mancha,2021,889166.115,1,2021-10-01T00:00:00.000+02:00,7
178,Castilla - La Mancha,2021,988074.665,1,2021-11-01T00:00:00.000+01:00,7
179,Castilla - La Mancha,2021,1048655.126,1,2021-12-01T00:00:00.000+01:00,7
180,Castilla y León,2019,1304599.661,1,2019-01-01T00:00:00.000+01:00,8
181,Castilla y León,2019,1139791.713,1,2019-02-01T00:00:00.000+01:00,8
182,Castilla y León,2019,1205850.157,1,2019-03-01T00:00:00.000+01:00,8
183,Castilla y León,2019,1138940.089,1,2019-04-01T00:00:00.000+02:00,8
184,Castilla y León,2019,1168948.401,1,2019-05-01T00:00:00.000+02:00,8
185,Castilla y León,2019,1142368.133,1,2019-06-01T00:00:00.000+02:00,8
186,Castilla y León,2019,1245721.68,1,2019-07-01T00:00:00.000+02:00,8
187,Castilla y León,2019,1164281.486,1,2019-08-01T00:00:00.000+02:00,8
188,Castilla y León,2019,1097241.152,1,2019-09-01T00:00:00.000+02:00,8
189,Castilla y León,2019,1160622.707,1,2019-10-01T00:00:00.000+02:00,8
190,Castilla y León,2019,1207924.771,1,2019-11-01T00:00:00.000+01:00,8
191,Castilla y León,2019,1205933.214,1,2019-12-01T00:00:00.000+01:00,8
192,Castilla y León,2020,1289529.098,1,2020-01-01T00:00:00.000+01:00,8
193,Castilla y León,2020,1158160.686,1,2020-02-01T00:00:00.000+01:00,8
194,Castilla y León,2020,1127288.907,1,2020-03-01T00:00:00.000+01:00,8
195,Castilla y León,2020,903667.226,1,2020-04-01T00:00:00.000+02:00,8
196,Castilla y León,2020,975778.847,1,2020-05-01T00:00:00.000+02:00,8
197,Castilla y León,2020,1031437.936,1,2020-06-01T00:00:00.000+02:00,8
198,Castilla y León,2020,1226900.23,1,2020-07-01T00:00:00.000+02:00,8
199,Castilla y León,2020,1126916.921,1,2020-08-01T00:00:00.000+02:00,8
200,Castilla y León,2020,1084962.292,1,2020-09-01T00:00:00.000+02:00,8
201,Castilla y León,2020,1156341.074,1,2020-10-01T00:00:00.000+02:00,8
202,Castilla y León,2020,1143244.181,1,2020-11-01T00:00:00.000+01:00,8
203,Castilla y León,2020,1205269.286,1,2020-12-01T00:00:00.000+01:00,8
204,Castilla y León,2021,1267533.707,1,2021-01-01T00:00:00.000+01:00,8
205,Castilla y León,2021,1100679.804,1,2021-02-01T00:00:00.000+01:00,8
206,Castilla y León,2021,1190666.42,1,2021-03-01T00:00:00.000+01:00,8
207,Castilla y León,2021,1076771.526,1,2021-04-01T00:00:00.000+02:00,8
208,Castilla y León,2021,1107577.857,1,2021-05-01T00:00:00.000+02:00,8
209,Castilla y León,2021,1082119.836,1,2021-06-01T00:00:00.000+02:00,8
210,Castilla y León,2021,1195913.925,1,2021-07-01T00:00:00.000+02:00,8
211,Castilla y León,2021,1139478.345,1,2021-08-01T00:00:00.000+02:00,8
212,Castilla y León,2021,1061815.292,1,2021-09-01T00:00:00.000+02:00,8
213,Castilla y León,2021,1074792.045,1,2021-10-01T00:00:00.000+02:00,8
214,Castilla y León,2021,1177942.866,1,2021-11-01T00:00:00.000+01:00,8
215,Castilla y León,2021,1192721.645,1,2021-12-01T00:00:00.000+01:00,8
216,Cataluña,2019,4346165.016,1,2019-01-01T00:00:00.000+01:00,9
217,Cataluña,2019,3805809.279,1,2019-02-01T00:00:00.000+01:00,9
218,Cataluña,2019,3885658.35,1,2019-03-01T00:00:00.000+01:00,9
219,Cataluña,2019,3641927.976,1,2019-04-01T00:00:00.000+02:00,9
220,Cataluña,2019,3724228.479,1,2019-05-01T00:00:00.000+02:00,9
221,Cataluña,2019,3773188.661,1,2019-06-01T00:00:00.000+02:00,9
222,Cataluña,2019,4446351.053,1,2019-07-01T00:00:00.000+02:00,9
223,Cataluña,2019,3978863.274,1,2019-08-01T00:00:00.000+02:00,9
224,Cataluña,2019,3832204.511,1,2019-09-01T00:00:00.000+02:00,9
225,Cataluña,2019,3819970.185,1,2019-10-01T00:00:00.000+02:00,9
226,Cataluña,2019,3912259.315,1,2019-11-01T00:00:00.000+01:00,9
227,Cataluña,2019,3858858.012,1,2019-12-01T00:00:00.000+01:00,9
228,Cataluña,2020,4180533.867,1,2020-01-01T00:00:00.000+01:00,9
229,Cataluña,2020,3739391.844,1,2020-02-01T00:00:00.000+01:00,9
230,Cataluña,2020,3655675.5,1,2020-03-01T00:00:00.000+01:00,9
231,Cataluña,2020,2974661.857,1,2020-04-01T00:00:00.000+02:00,9
232,Cataluña,2020,3196176.385,1,2020-05-01T00:00:00.000+02:00,9
233,Cataluña,2020,3394330.06,1,2020-06-01T00:00:00.000+02:00,9
234,Cataluña,2020,4124597.367,1,2020-07-01T00:00:00.000+02:00,9
235,Cataluña,2020,3825701.263,1,2020-08-01T00:00:00.000+02:00,9
236,Cataluña,2020,3636332.142,1,2020-09-01T00:00:00.000+02:00,9
237,Cataluña,2020,3685266.366,1,2020-10-01T00:00:00.000+02:00,9
238,Cataluña,2020,3661150.298,1,2020-11-01T00:00:00.000+01:00,9
239,Cataluña,2020,3983099.447,1,2020-12-01T00:00:00.000+01:00,9
240,Cataluña,2021,4205890.778,1,2021-01-01T00:00:00.000+01:00,9
241,Cataluña,2021,3567341.458,1,2021-02-01T00:00:00.000+01:00,9
242,Cataluña,2021,3853996.069,1,2021-03-01T00:00:00.000+01:00,9
243,Cataluña,2021,3484744.509,1,2021-04-01T00:00:00.000+02:00,9
244,Cataluña,2021,3492614.749,1,2021-05-01T00:00:00.000+02:00,9
245,Cataluña,2021,3674121.832,1,2021-06-01T00:00:00.000+02:00,9
246,Cataluña,2021,4078621.766,1,2021-07-01T00:00:00.000+02:00,9
247,Cataluña,2021,3663381.789,1,2021-08-01T00:00:00.000+02:00,9
248,Cataluña,2021,3695619.204,1,2021-09-01T00:00:00.000+02:00,9
249,Cataluña,2021,3493176.901,1,2021-10-01T00:00:00.000+02:00,9
250,Cataluña,2021,3714667.184,1,2021-11-01T00:00:00.000+01:00,9
251,Cataluña,2021,3796545.717,1,2021-12-01T00:00:00.000+01:00,9
252,Ceuta,2019,17830.239,1,2019-01-01T00:00:00.000+01:00,8744
253,Ceuta,2019,16019.527,1,2019-02-01T00:00:00.000+01:00,8744
254,Ceuta,2019,16598.235,1,2019-03-01T00:00:00.000+01:00,8744
255,Ceuta,2019,15221.094,1,2019-04-01T00:00:00.000+02:00,8744
256,Ceuta,2019,16753.54,1,2019-05-01T00:00:00.000+02:00,8744
257,Ceuta,2019,16642.239,1,2019-06-01T00:00:00.000+02:00,8744
258,Ceuta,2019,18185.252,1,2019-07-01T00:00:00.000+02:00,8744
259,Ceuta,2019,18656.52,1,2019-08-01T00:00:00.000+02:00,8744
260,Ceuta,2019,17603.892,1,2019-09-01T00:00:00.000+02:00,8744
261,Ceuta,2019,17669.152,1,2019-10-01T00:00:00.000+02:00,8744
262,Ceuta,2019,17157.331,1,2019-11-01T00:00:00.000+01:00,8744
263,Ceuta,2019,17711.219,1,2019-12-01T00:00:00.000+01:00,8744
264,Ceuta,2020,17835.113,1,2020-01-01T00:00:00.000+01:00,8744
265,Ceuta,2020,15770.011,1,2020-02-01T00:00:00.000+01:00,8744
266,Ceuta,2020,16608.196,1,2020-03-01T00:00:00.000+01:00,8744
267,Ceuta,2020,15531.111,1,2020-04-01T00:00:00.000+02:00,8744
268,Ceuta,2020,15827.471,1,2020-05-01T00:00:00.000+02:00,8744
269,Ceuta,2020,15839.422,1,2020-06-01T00:00:00.000+02:00,8744
270,Ceuta,2020,17917.496,1,2020-07-01T00:00:00.000+02:00,8744
271,Ceuta,2020,18096.779,1,2020-08-01T00:00:00.000+02:00,8744
272,Ceuta,2020,16830.054,1,2020-09-01T00:00:00.000+02:00,8744
273,Ceuta,2020,16095.768,1,2020-10-01T00:00:00.000+02:00,8744
274,Ceuta,2020,15792.687,1,2020-11-01T00:00:00.000+01:00,8744
275,Ceuta,2020,17053.994,1,2020-12-01T00:00:00.000+01:00,8744
276,Ceuta,2021,18538.656,1,2021-01-01T00:00:00.000+01:00,8744
277,Ceuta,2021,15215.238,1,2021-02-01T00:00:00.000+01:00,8744
278,Ceuta,2021,15340.218,1,2021-03-01T00:00:00.000+01:00,8744
279,Ceuta,2021,15128.393,1,2021-04-01T00:00:00.000+02:00,8744
280,Ceuta,2021,15515.205,1,2021-05-01T00:00:00.000+02:00,8744
281,Ceuta,2021,15653.908,1,2021-06-01T00:00:00.000+02:00,8744
282,Ceuta,2021,17409.528,1,2021-07-01T00:00:00.000+02:00,8744
283,Ceuta,2021,17829.99,1,2021-08-01T00:00:00.000+02:00,8744
284,Ceuta,2021,16921.593,1,2021-09-01T00:00:00.000+02:00,8744
285,Ceuta,2021,16448.789,1,2021-10-01T00:00:00.000+02:00,8744
286,Ceuta,2021,16035.752,1,2021-11-01T00:00:00.000+01:00,8744
287,Ceuta,2021,16848.583,1,2021-12-01T00:00:00.000+01:00,8744
288,Comunidad de Madrid,2019,2744878.748,1,2019-01-01T00:00:00.000+01:00,13
289,Comunidad de Madrid,2019,2356460.794,1,2019-02-01T00:00:00.000+01:00,13
290,Comunidad de Madrid,2019,2350064.364,1,2019-03-01T00:00:00.000+01:00,13
291,Comunidad de Madrid,2019,2217591.032,1,2019-04-01T00:00:00.000+02:00,13
292,Comunidad de Madrid,2019,2149296.957,1,2019-05-01T00:00:00.000+02:00,13
293,Comunidad de Madrid,2019,2281728.415,1,2019-06-01T00:00:00.000+02:00,13
294,Comunidad de Madrid,2019,2651654.285,1,2019-07-01T00:00:00.000+02:00,13
295,Comunidad de Madrid,2019,2274433.692,1,2019-08-01T00:00:00.000+02:00,13
296,Comunidad de Madrid,2019,2149610.628,1,2019-09-01T00:00:00.000+02:00,13
297,Comunidad de Madrid,2019,2267264.364,1,2019-10-01T00:00:00.000+02:00,13
298,Comunidad de Madrid,2019,2467031.06,1,2019-11-01T00:00:00.000+01:00,13
299,Comunidad de Madrid,2019,2545189.886,1,2019-12-01T00:00:00.000+01:00,13
300,Comunidad de Madrid,2020,2737334.364,1,2020-01-01T00:00:00.000+01:00,13
301,Comunidad de Madrid,2020,2357438.71,1,2020-02-01T00:00:00.000+01:00,13
302,Comunidad de Madrid,2020,2268882.296,1,2020-03-01T00:00:00.000+01:00,13
303,Comunidad de Madrid,2020,1825502.09,1,2020-04-01T00:00:00.000+02:00,13
304,Comunidad de Madrid,2020,1855359.252,1,2020-05-01T00:00:00.000+02:00,13
305,Comunidad de Madrid,2020,2019611.065,1,2020-06-01T00:00:00.000+02:00,13
306,Comunidad de Madrid,2020,2525218.389,1,2020-07-01T00:00:00.000+02:00,13
307,Comunidad de Madrid,2020,2202008.892,1,2020-08-01T00:00:00.000+02:00,13
308,Comunidad de Madrid,2020,2067050.074,1,2020-09-01T00:00:00.000+02:00,13
309,Comunidad de Madrid,2020,2184994.561,1,2020-10-01T00:00:00.000+02:00,13
310,Comunidad de Madrid,2020,2296506.89,1,2020-11-01T00:00:00.000+01:00,13
311,Comunidad de Madrid,2020,2569037.905,1,2020-12-01T00:00:00.000+01:00,13
312,Comunidad de Madrid,2021,2740894.826,1,2021-01-01T00:00:00.000+01:00,13
313,Comunidad de Madrid,2021,2262499.896,1,2021-02-01T00:00:00.000+01:00,13
314,Comunidad de Madrid,2021,2378553.143,1,2021-03-01T00:00:00.000+01:00,13
315,Comunidad de Madrid,2021,2130429.496,1,2021-04-01T00:00:00.000+02:00,13
316,Comunidad de Madrid,2021,2107378.281,1,2021-05-01T00:00:00.000+02:00,13
317,Comunidad de Madrid,2021,2166515.997,1,2021-06-01T00:00:00.000+02:00,13
318,Comunidad de Madrid,2021,2347371.347,1,2021-07-01T00:00:00.000+02:00,13
319,Comunidad de Madrid,2021,2259789.28,1,2021-08-01T00:00:00.000+02:00,13
320,Comunidad de Madrid,2021,2072075.097,1,2021-09-01T00:00:00.000+02:00,13
321,Comunidad de Madrid,2021,2075335.099,1,2021-10-01T00:00:00.000+02:00,13
322,Comunidad de Madrid,2021,2386503.737,1,2021-11-01T00:00:00.000+01:00,13
323,Comunidad de Madrid,2021,2507655.755,1,2021-12-01T00:00:00.000+01:00,13
324,Comunidad Foral de Navarra,2019,463542.521,1,2019-01-01T00:00:00.000+01:00,14
325,Comunidad Foral de Navarra,2019,412888.134,1,2019-02-01T00:00:00.000+01:00,14
326,Comunidad Foral de Navarra,2019,439192.257,1,2019-03-01T00:00:00.000+01:00,14
327,Comunidad Foral de Navarra,2019,409324.995,1,2019-04-01T00:00:00.000+02:00,14
328,Comunidad Foral de Navarra,2019,439674.461,1,2019-05-01T00:00:00.000+02:00,14
329,Comunidad Foral de Navarra,2019,431270.896,1,2019-06-01T00:00:00.000+02:00,14
330,Comunidad Foral de Navarra,2019,425913.131,1,2019-07-01T00:00:00.000+02:00,14
331,Comunidad Foral de Navarra,2019,403832.721,1,2019-08-01T00:00:00.000+02:00,14
332,Comunidad Foral de Navarra,2019,424695.647,1,2019-09-01T00:00:00.000+02:00,14
333,Comunidad Foral de Navarra,2019,448901.458,1,2019-10-01T00:00:00.000+02:00,14
334,Comunidad Foral de Navarra,2019,441644.372,1,2019-11-01T00:00:00.000+01:00,14
335,Comunidad Foral de Navarra,2019,408815.515,1,2019-12-01T00:00:00.000+01:00,14
336,Comunidad Foral de Navarra,2020,450763.969,1,2020-01-01T00:00:00.000+01:00,14
