,value,percentage,datetime,type,COD-CCAA
0,25288.605,0.0295168516408729,2019-01-01T00:00:00.000+01:00,Hidráulica,4
1,33933.35,0.0307789367489006,2019-02-01T00:00:00.000+01:00,Hidráulica,4
2,35913.0,0.0296445386297287,2019-03-01T00:00:00.000+01:00,Hidráulica,4
3,44050.848,0.0413396613811428,2019-04-01T00:00:00.000+02:00,Hidráulica,4
4,88535.452,0.0684968335557468,2019-05-01T00:00:00.000+02:00,Hidráulica,4
5,92464.391,0.0791740014735905,2019-06-01T00:00:00.000+02:00,Hidráulica,4
6,91236.63,0.0792833734193486,2019-07-01T00:00:00.000+02:00,Hidráulica,4
7,80161.437,0.0665704383980414,2019-08-01T00:00:00.000+02:00,Hidráulica,4
8,40095.141,0.0450968948847209,2019-09-01T00:00:00.000+02:00,Hidráulica,4
9,21984.146,0.0245858157435164,2019-10-01T00:00:00.000+02:00,Hidráulica,4
10,21611.63,0.0206324108893118,2019-11-01T00:00:00.000+01:00,Hidráulica,4
11,33252.448,0.0330008791630564,2019-12-01T00:00:00.000+01:00,Hidráulica,4
12,547209.843,0.6387031531496647,2019-01-01T00:00:00.000+01:00,Eólica,4
13,714535.96,0.6481133491875982,2019-02-01T00:00:00.000+01:00,Eólica,4
14,705153.705,0.5820721256305187,2019-03-01T00:00:00.000+01:00,Eólica,4
15,607656.868,0.5702575614218778,2019-04-01T00:00:00.000+02:00,Eólica,4
16,612356.002,0.4737587734442987,2019-05-01T00:00:00.000+02:00,Eólica,4
17,454884.57,0.3895016365326369,2019-06-01T00:00:00.000+02:00,Eólica,4
18,456346.421,0.3965587473444193,2019-07-01T00:00:00.000+02:00,Eólica,4
19,495339.705,0.4113571631432519,2019-08-01T00:00:00.000+02:00,Eólica,4
20,375841.662,0.4227268317752717,2019-09-01T00:00:00.000+02:00,Eólica,4
21,430931.821,0.4819295845799073,2019-10-01T00:00:00.000+02:00,Eólica,4
22,764217.456,0.7295908990194919,2019-11-01T00:00:00.000+01:00,Eólica,4
23,684672.055,0.6794922212456832,2019-12-01T00:00:00.000+01:00,Eólica,4
24,100175.137,0.1169243877601442,2019-01-01T00:00:00.000+01:00,Solar fotovoltaica,4
25,119956.735,0.1088056663774615,2019-02-01T00:00:00.000+01:00,Solar fotovoltaica,4
26,147364.111,0.1216423323357872,2019-03-01T00:00:00.000+01:00,Solar fotovoltaica,4
27,132367.448,0.1242206615002288,2019-04-01T00:00:00.000+02:00,Solar fotovoltaica,4
28,172457.989,0.1334248134622029,2019-05-01T00:00:00.000+02:00,Solar fotovoltaica,4
29,166634.356,0.1426831302819571,2019-06-01T00:00:00.000+02:00,Solar fotovoltaica,4
30,175669.523,0.1526543932015885,2019-07-01T00:00:00.000+02:00,Solar fotovoltaica,4
31,182499.378,0.1515574577440505,2019-08-01T00:00:00.000+02:00,Solar fotovoltaica,4
32,169840.831,0.1910279877240148,2019-09-01T00:00:00.000+02:00,Solar fotovoltaica,4
33,174440.057,0.1950838162960942,2019-10-01T00:00:00.000+02:00,Solar fotovoltaica,4
34,101305.46,0.0967153276291861,2019-11-01T00:00:00.000+01:00,Solar fotovoltaica,4
35,120605.521,0.1196930892101078,2019-12-01T00:00:00.000+01:00,Solar fotovoltaica,4
36,74526.679,0.0869875158131483,2019-01-01T00:00:00.000+01:00,Solar térmica,4
37,125159.24,0.1135245512600575,2019-02-01T00:00:00.000+01:00,Solar térmica,4
38,194932.656,0.1609079901703454,2019-03-01T00:00:00.000+01:00,Solar térmica,4
39,170591.365,0.1600920205587628,2019-04-01T00:00:00.000+02:00,Solar térmica,4
40,330398.724,0.2556181269042274,2019-05-01T00:00:00.000+02:00,Solar térmica,4
41,341081.315,0.29205591735768,2019-06-01T00:00:00.000+02:00,Solar térmica,4
42,296144.8,0.2573457476958357,2019-07-01T00:00:00.000+02:00,Solar térmica,4
43,311366.833,0.2585760354498104,2019-08-01T00:00:00.000+02:00,Solar térmica,4
44,183963.277,0.2069121683726662,2019-09-01T00:00:00.000+02:00,Solar térmica,4
45,138110.375,0.154454770816113,2019-10-01T00:00:00.000+02:00,Solar térmica,4
46,35561.83,0.0339505298089897,2019-11-01T00:00:00.000+01:00,Solar térmica,4
47,38142.147,0.0378535855214791,2019-12-01T00:00:00.000+01:00,Solar térmica,4
48,109551.171,0.1278680916361698,2019-01-01T00:00:00.000+01:00,Otras renovables,4
49,108900.817,0.0987774964259821,2019-02-01T00:00:00.000+01:00,Otras renovables,4
50,128090.7,0.1057330132336198,2019-03-01T00:00:00.000+01:00,Otras renovables,4
51,110916.655,0.1040900951379878,2019-04-01T00:00:00.000+02:00,Otras renovables,4
52,88799.932,0.068701452633524,2019-05-01T00:00:00.000+02:00,Otras renovables,4
53,112798.42,0.0965853143541354,2019-06-01T00:00:00.000+02:00,Otras renovables,4
54,131368.872,0.1141577383388076,2019-07-01T00:00:00.000+02:00,Otras renovables,4
55,134792.315,0.1119389052648456,2019-08-01T00:00:00.000+02:00,Otras renovables,4
56,119347.819,0.1342361172433262,2019-09-01T00:00:00.000+02:00,Otras renovables,4
57,128713.653,0.1439460125643688,2019-10-01T00:00:00.000+02:00,Otras renovables,4
58,124763.861,0.1191108326530203,2019-11-01T00:00:00.000+01:00,Otras renovables,4
59,130950.924,0.1299602248596733,2019-12-01T00:00:00.000+01:00,Otras renovables,4
60,856751.4349999999,1.0,2019-01-01T00:00:00.000+01:00,Generación renovable,4
61,1102486.102,1.0,2019-02-01T00:00:00.000+01:00,Generación renovable,4
62,1211454.172,1.0,2019-03-01T00:00:00.000+01:00,Generación renovable,4
63,1065583.184,1.0,2019-04-01T00:00:00.000+02:00,Generación renovable,4
64,1292548.099,1.0,2019-05-01T00:00:00.000+02:00,Generación renovable,4
65,1167863.052,1.0,2019-06-01T00:00:00.000+02:00,Generación renovable,4
66,1150766.246,1.0,2019-07-01T00:00:00.000+02:00,Generación renovable,4
67,1204159.668,1.0,2019-08-01T00:00:00.000+02:00,Generación renovable,4
68,889088.7300000001,1.0,2019-09-01T00:00:00.000+02:00,Generación renovable,4
69,894180.052,1.0,2019-10-01T00:00:00.000+02:00,Generación renovable,4
70,1047460.237,1.0,2019-11-01T00:00:00.000+01:00,Generación renovable,4
71,1007623.095,1.0,2019-12-01T00:00:00.000+01:00,Generación renovable,4
72,43652.072,0.0588010856657207,2020-01-01T00:00:00.000+01:00,Hidráulica,4
73,31195.375,0.0319109317567246,2020-02-01T00:00:00.000+01:00,Hidráulica,4
74,28665.354,0.0254481491561974,2020-03-01T00:00:00.000+01:00,Hidráulica,4
75,36060.911,0.0305388479066237,2020-04-01T00:00:00.000+02:00,Hidráulica,4
76,53778.995,0.0373552893091331,2020-05-01T00:00:00.000+02:00,Hidráulica,4
77,80407.323,0.0571201098826037,2020-06-01T00:00:00.000+02:00,Hidráulica,4
78,97704.613,0.064009002529589,2020-07-01T00:00:00.000+02:00,Hidráulica,4
79,84337.254,0.0609187860850597,2020-08-01T00:00:00.000+02:00,Hidráulica,4
80,42483.781,0.0317723955228838,2020-09-01T00:00:00.000+02:00,Hidráulica,4
81,17755.557,0.0147287483302982,2020-10-01T00:00:00.000+02:00,Hidráulica,4
82,9664.39,0.0093466223374052,2020-11-01T00:00:00.000+01:00,Hidráulica,4
83,19656.556,0.0188819479157736,2020-12-01T00:00:00.000+01:00,Hidráulica,4
84,353679.441,0.476420342852115,2020-01-01T00:00:00.000+01:00,Eólica,4
85,472449.362,0.4832863637411032,2020-02-01T00:00:00.000+01:00,Eólica,4
86,626781.016,0.5564353673581351,2020-03-01T00:00:00.000+01:00,Eólica,4
87,660929.653,0.5597204726731569,2020-04-01T00:00:00.000+02:00,Eólica,4
88,640374.893,0.4448091563317648,2020-05-01T00:00:00.000+02:00,Eólica,4
89,490236.942,0.3482566879580315,2020-06-01T00:00:00.000+02:00,Eólica,4
90,584489.962,0.3829155892176494,2020-07-01T00:00:00.000+02:00,Eólica,4
91,463431.146,0.3347472381342659,2020-08-01T00:00:00.000+02:00,Eólica,4
92,645826.847,0.4829952875941286,2020-09-01T00:00:00.000+02:00,Eólica,4
93,550722.162,0.4568399698199122,2020-10-01T00:00:00.000+02:00,Eólica,4
94,596831.057,0.5772070962588822,2020-11-01T00:00:00.000+01:00,Eólica,4
95,640398.885,0.6151626150526839,2020-12-01T00:00:00.000+01:00,Eólica,4
96,150462.326,0.2026787667854482,2020-01-01T00:00:00.000+01:00,Solar fotovoltaica,4
97,227757.467,0.2329817476636031,2020-02-01T00:00:00.000+01:00,Solar fotovoltaica,4
98,246833.378,0.2191304743723754,2020-03-01T00:00:00.000+01:00,Solar fotovoltaica,4
99,256283.305,0.2170382459944475,2020-04-01T00:00:00.000+02:00,Solar fotovoltaica,4
100,370455.063,0.2573208378921576,2020-05-01T00:00:00.000+02:00,Solar fotovoltaica,4
101,409526.94,0.2909215596281757,2020-06-01T00:00:00.000+02:00,Solar fotovoltaica,4
102,404527.634,0.2650172755711614,2020-07-01T00:00:00.000+02:00,Solar fotovoltaica,4
103,389370.383,0.2812514036778428,2020-08-01T00:00:00.000+02:00,Solar fotovoltaica,4
104,305996.53,0.2288459866552364,2020-09-01T00:00:00.000+02:00,Solar fotovoltaica,4
105,320269.742,0.2656730187471756,2020-10-01T00:00:00.000+02:00,Solar fotovoltaica,4
106,210784.183,0.2038535441139599,2020-11-01T00:00:00.000+01:00,Solar fotovoltaica,4
107,183507.791,0.1762762791101695,2020-12-01T00:00:00.000+01:00,Solar fotovoltaica,4
108,44447.639,0.0598727462118643,2020-01-01T00:00:00.000+01:00,Solar térmica,4
109,109593.565,0.112107412515194,2020-02-01T00:00:00.000+01:00,Solar térmica,4
110,99433.922,0.0882741332356022,2020-03-01T00:00:00.000+01:00,Solar térmica,4
111,91116.204,0.0771634387102673,2020-04-01T00:00:00.000+02:00,Solar térmica,4
112,240553.942,0.1670905545531752,2020-05-01T00:00:00.000+02:00,Solar térmica,4
113,305847.748,0.2172694764767496,2020-06-01T00:00:00.000+02:00,Solar térmica,4
114,326152.829,0.2136717665162199,2020-07-01T00:00:00.000+02:00,Solar térmica,4
115,310020.222,0.2239349123942394,2020-08-01T00:00:00.000+02:00,Solar térmica,4
116,190018.735,0.1421095359939372,2020-09-01T00:00:00.000+02:00,Solar térmica,4
117,161620.57,0.1340689396862823,2020-10-01T00:00:00.000+02:00,Solar térmica,4
118,59885.897,0.0579168330950788,2020-11-01T00:00:00.000+01:00,Solar térmica,4
119,39774.681,0.0382072757307288,2020-12-01T00:00:00.000+01:00,Solar térmica,4
120,150126.992,0.2022270584848519,2020-01-01T00:00:00.000+01:00,Otras renovables,4
121,136580.669,0.1397135443233749,2020-02-01T00:00:00.000+01:00,Otras renovables,4
122,124708.288,0.1107118758776895,2020-03-01T00:00:00.000+01:00,Otras renovables,4
123,136430.864,0.1155389947155044,2020-04-01T00:00:00.000+02:00,Otras renovables,4
124,134499.227,0.093424161913769,2020-05-01T00:00:00.000+02:00,Otras renovables,4
125,121669.568,0.0864321660544392,2020-06-01T00:00:00.000+02:00,Otras renovables,4
126,113544.827,0.07438636616538,2020-07-01T00:00:00.000+02:00,Otras renovables,4
127,137262.114,0.0991476597085918,2020-08-01T00:00:00.000+02:00,Otras renovables,4
128,152802.778,0.1142767942338138,2020-09-01T00:00:00.000+02:00,Otras renovables,4
129,155135.424,0.1286893234163314,2020-10-01T00:00:00.000+02:00,Otras renovables,4
130,156832.601,0.1516759041946737,2020-11-01T00:00:00.000+01:00,Otras renovables,4
131,157685.825,0.1514718821906441,2020-12-01T00:00:00.000+01:00,Otras renovables,4
132,742368.4699999999,1.0,2020-01-01T00:00:00.000+01:00,Generación renovable,4
133,977576.438,1.0,2020-02-01T00:00:00.000+01:00,Generación renovable,4
134,1126421.958,1.0,2020-03-01T00:00:00.000+01:00,Generación renovable,4
135,1180820.937,1.0,2020-04-01T00:00:00.000+02:00,Generación renovable,4
136,1439662.12,1.0,2020-05-01T00:00:00.000+02:00,Generación renovable,4
137,1407688.5210000002,1.0,2020-06-01T00:00:00.000+02:00,Generación renovable,4
138,1526419.8650000002,1.0,2020-07-01T00:00:00.000+02:00,Generación renovable,4
139,1384421.1190000002,1.0,2020-08-01T00:00:00.000+02:00,Generación renovable,4
140,1337128.671,1.0,2020-09-01T00:00:00.000+02:00,Generación renovable,4
141,1205503.455,1.0,2020-10-01T00:00:00.000+02:00,Generación renovable,4
142,1033998.128,1.0,2020-11-01T00:00:00.000+01:00,Generación renovable,4
143,1041023.738,1.0,2020-12-01T00:00:00.000+01:00,Generación renovable,4
144,35682.265,0.0336850710727819,2021-01-01T00:00:00.000+01:00,Hidráulica,4
145,46985.569,0.039438505888221,2021-02-01T00:00:00.000+01:00,Hidráulica,4
146,45394.407,0.0342776262243994,2021-03-01T00:00:00.000+01:00,Hidráulica,4
147,39624.225,0.0317021674067288,2021-04-01T00:00:00.000+02:00,Hidráulica,4
148,66090.316,0.0407400932625843,2021-05-01T00:00:00.000+02:00,Hidráulica,4
149,63825.421,0.0427894525111619,2021-06-01T00:00:00.000+02:00,Hidráulica,4
150,69788.766,0.0404834172567749,2021-07-01T00:00:00.000+02:00,Hidráulica,4
151,56318.901,0.0414284144296394,2021-08-01T00:00:00.000+02:00,Hidráulica,4
152,28124.341,0.0234195263739345,2021-09-01T00:00:00.000+02:00,Hidráulica,4
153,14829.391,0.0110186383344476,2021-10-01T00:00:00.000+02:00,Hidráulica,4
154,11331.529,0.0102916247731219,2021-11-01T00:00:00.000+01:00,Hidráulica,4
155,15024.074,0.0111315517768114,2021-12-01T00:00:00.000+01:00,Hidráulica,4
156,605060.374,0.5711941689103546,2021-01-01T00:00:00.000+01:00,Eólica,4
157,721153.394,0.6053180365992709,2021-02-01T00:00:00.000+01:00,Eólica,4
158,604386.731,0.4563765412819397,2021-03-01T00:00:00.000+01:00,Eólica,4
159,565654.657,0.4525635171567333,2021-04-01T00:00:00.000+02:00,Eólica,4
160,592828.424,0.3654375821485086,2021-05-01T00:00:00.000+02:00,Eólica,4
161,456862.149,0.3062867572590376,2021-06-01T00:00:00.000+02:00,Eólica,4
162,601270.327,0.3487879056646237,2021-07-01T00:00:00.000+02:00,Eólica,4
163,380676.358,0.2800270893565516,2021-08-01T00:00:00.000+02:00,Eólica,4
164,425373.223,0.3542141454910543,2021-09-01T00:00:00.000+02:00,Eólica,4
165,646288.366,0.4802097243720358,2021-10-01T00:00:00.000+02:00,Eólica,4
166,532630.675,0.4837506968172327,2021-11-01T00:00:00.000+01:00,Eólica,4
167,847548.65,0.6279609432728861,2021-12-01T00:00:00.000+01:00,Eólica,4
168,213710.908,0.2017491637654943,2021-01-01T00:00:00.000+01:00,Solar fotovoltaica,4
169,231989.192,0.1947258979601936,2021-02-01T00:00:00.000+01:00,Solar fotovoltaica,4
170,408278.78,0.3082940904194172,2021-03-01T00:00:00.000+01:00,Solar fotovoltaica,4
171,402297.899,0.3218666192581249,2021-04-01T00:00:00.000+02:00,Solar fotovoltaica,4
172,556125.915,0.342813032439428,2021-05-01T00:00:00.000+02:00,Solar fotovoltaica,4
173,561098.376,0.3761681777851818,2021-06-01T00:00:00.000+02:00,Solar fotovoltaica,4
174,591088.049,0.3428813187950625,2021-07-01T00:00:00.000+02:00,Solar fotovoltaica,4
175,528290.277,0.3886124932499128,2021-08-01T00:00:00.000+02:00,Solar fotovoltaica,4
176,432330.446,0.3600075209709578,2021-09-01T00:00:00.000+02:00,Solar fotovoltaica,4
177,405044.314,0.3009588731857202,2021-10-01T00:00:00.000+02:00,Solar fotovoltaica,4
178,325035.538,0.2952067452702834,2021-11-01T00:00:00.000+01:00,Solar fotovoltaica,4
179,260350.973,0.1928977676822371,2021-12-01T00:00:00.000+01:00,Solar fotovoltaica,4
180,53930.207,0.0509116463252779,2021-01-01T00:00:00.000+01:00,Solar térmica,4
181,62025.987,0.0520630547971488,2021-02-01T00:00:00.000+01:00,Solar térmica,4
182,158688.61,0.1198268513486584,2021-03-01T00:00:00.000+01:00,Solar térmica,4
183,111872.759,0.0895060770039193,2021-04-01T00:00:00.000+02:00,Solar térmica,4
184,281104.125,0.1732811849318009,2021-05-01T00:00:00.000+02:00,Solar térmica,4
185,283610.94,0.1901367301404246,2021-06-01T00:00:00.000+02:00,Solar térmica,4
186,336868.959,0.1954126345786426,2021-07-01T00:00:00.000+02:00,Solar térmica,4
187,259564.706,0.1909368617025306,2021-08-01T00:00:00.000+02:00,Solar térmica,4
188,194498.853,0.1619618755701159,2021-09-01T00:00:00.000+02:00,Solar térmica,4
189,140754.854,0.104584660964431,2021-10-01T00:00:00.000+02:00,Solar térmica,4
190,76784.57,0.0697379835329829,2021-11-01T00:00:00.000+01:00,Solar térmica,4
191,56211.258,0.0416477267661691,2021-12-01T00:00:00.000+01:00,Solar térmica,4
192,150906.426,0.142459949926091,2021-01-01T00:00:00.000+01:00,Otras renovables,4
193,129208.663,0.1084545047551656,2021-02-01T00:00:00.000+01:00,Otras renovables,4
194,107567.418,0.0812248907255852,2021-03-01T00:00:00.000+01:00,Otras renovables,4
195,130440.554,0.1043616191744935,2021-04-01T00:00:00.000+02:00,Otras renovables,4
196,126093.849,0.0777281072176781,2021-05-01T00:00:00.000+02:00,Otras renovables,4
197,126218.857,0.084618882304194,2021-06-01T00:00:00.000+02:00,Otras renovables,4
198,124869.152,0.0724347237048961,2021-07-01T00:00:00.000+02:00,Otras renovables,4
199,134576.658,0.0989951412613653,2021-08-01T00:00:00.000+02:00,Otras renovables,4
200,120565.954,0.1003969315939375,2021-09-01T00:00:00.000+02:00,Otras renovables,4
201,138929.136,0.1032281031433653,2021-10-01T00:00:00.000+02:00,Otras renovables,4
202,155261.425,0.1410129496063787,2021-11-01T00:00:00.000+01:00,Otras renovables,4
203,170548.746,0.1263620105018961,2021-12-01T00:00:00.000+01:00,Otras renovables,4
204,1059290.1800000002,1.0,2021-01-01T00:00:00.000+01:00,Generación renovable,4
205,1191362.805,1.0,2021-02-01T00:00:00.000+01:00,Generación renovable,4
206,1324315.946,1.0,2021-03-01T00:00:00.000+01:00,Generación renovable,4
207,1249890.094,1.0,2021-04-01T00:00:00.000+02:00,Generación renovable,4
208,1622242.629,1.0,2021-05-01T00:00:00.000+02:00,Generación renovable,4
209,1491615.743,1.0,2021-06-01T00:00:00.000+02:00,Generación renovable,4
210,1723885.253,1.0,2021-07-01T00:00:00.000+02:00,Generación renovable,4
211,1359426.9,1.0,2021-08-01T00:00:00.000+02:00,Generación renovable,4
212,1200892.8169999998,1.0,2021-09-01T00:00:00.000+02:00,Generación renovable,4
213,1345846.061,1.0,2021-10-01T00:00:00.000+02:00,Generación renovable,4
214,1101043.7370000002,1.0,2021-11-01T00:00:00.000+01:00,Generación renovable,4
215,1349683.701,1.0,2021-12-01T00:00:00.000+01:00,Generación renovable,4
216,131495.03,0.1496412995480898,2019-01-01T00:00:00.000+01:00,Hidráulica,5
217,221430.474,0.3891233291056643,2019-02-01T00:00:00.000+01:00,Hidráulica,5
218,200132.786,0.2812927029106596,2019-03-01T00:00:00.000+01:00,Hidráulica,5
219,178686.785,0.2916103374694053,2019-04-01T00:00:00.000+02:00,Hidráulica,5
220,302077.376,0.3130918635375393,2019-05-01T00:00:00.000+02:00,Hidráulica,5
221,266470.668,0.4076342459489652,2019-06-01T00:00:00.000+02:00,Hidráulica,5
222,199161.329,0.3230495026572063,2019-07-01T00:00:00.000+02:00,Hidráulica,5
223,156725.948,0.3430474067438626,2019-08-01T00:00:00.000+02:00,Hidráulica,5
224,103073.651,0.2063500669408778,2019-09-01T00:00:00.000+02:00,Hidráulica,5
225,130416.331,0.2526682499426283,2019-10-01T00:00:00.000+02:00,Hidráulica,5
226,243630.788,0.2861116605609765,2019-11-01T00:00:00.000+01:00,Hidráulica,5
227,413610.263,0.4299276935381387,2019-12-01T00:00:00.000+01:00,Hidráulica,5
228,726757.534,0.8270498272377678,2019-01-01T00:00:00.000+01:00,Eólica,5
229,318790.942,0.5602164435585806,2019-02-01T00:00:00.000+01:00,Eólica,5
230,473986.275,0.6662020906324925,2019-03-01T00:00:00.000+01:00,Eólica,5
231,402582.527,0.6570000493195733,2019-04-01T00:00:00.000+02:00,Eólica,5
232,621420.445,0.6440789699039791,2019-05-01T00:00:00.000+02:00,Eólica,5
233,347042.749,0.5308896110872173,2019-06-01T00:00:00.000+02:00,Eólica,5
234,377958.303,0.6130670166863151,2019-07-01T00:00:00.000+02:00,Eólica,5
235,263386.659,0.5765102173181944,2019-08-01T00:00:00.000+02:00,Eólica,5
236,364672.339,0.7300620559577976,2019-09-01T00:00:00.000+02:00,Eólica,5
237,359265.976,0.6960409384607692,2019-10-01T00:00:00.000+02:00,Eólica,5
238,588284.062,0.690860671765247,2019-11-01T00:00:00.000+01:00,Eólica,5
239,516315.277,0.536684545903338,2019-12-01T00:00:00.000+01:00,Eólica,5
240,15605.837,0.0177594372138297,2019-01-01T00:00:00.000+01:00,Solar fotovoltaica,5
241,23485.877,0.0412721089383846,2019-02-01T00:00:00.000+01:00,Solar fotovoltaica,5
242,31154.675,0.0437888409700805,2019-03-01T00:00:00.000+01:00,Solar fotovoltaica,5
243,25724.805,0.0419819466077731,2019-04-01T00:00:00.000+02:00,Solar fotovoltaica,5
244,35460.804,0.0367537925345969,2019-05-01T00:00:00.000+02:00,Solar fotovoltaica,5
245,34797.633,0.0532317759220081,2019-06-01T00:00:00.000+02:00,Solar fotovoltaica,5
246,34472.594,0.0559162484148908,2019-07-01T00:00:00.000+02:00,Solar fotovoltaica,5
247,32966.806,0.0721589338028952,2019-08-01T00:00:00.000+02:00,Solar fotovoltaica,5
248,28060.968,0.0561771371155352,2019-09-01T00:00:00.000+02:00,Solar fotovoltaica,5
249,22121.294,0.0428577356730451,2019-10-01T00:00:00.000+02:00,Solar fotovoltaica,5
250,15347.695,0.0180238078211748,2019-11-01T00:00:00.000+01:00,Solar fotovoltaica,5
251,28925.543,0.0300666910345216,2019-12-01T00:00:00.000+01:00,Solar fotovoltaica,5
252,4876.483,0.0055494360003124,2019-01-01T00:00:00.000+01:00,Otras renovables,5
253,5342.305,0.0093881183973703,2019-02-01T00:00:00.000+01:00,Otras renovables,5
254,6201.478,0.0087163654867673,2019-03-01T00:00:00.000+01:00,Otras renovables,5
255,5764.63,0.009407666603248,2019-04-01T00:00:00.000+02:00,Otras renovables,5
256,5861.644,0.0060753740238846,2019-05-01T00:00:00.000+02:00,Otras renovables,5
257,5389.346,0.0082443670418091,2019-06-01T00:00:00.000+02:00,Otras renovables,5
258,4911.831,0.0079672322415876,2019-07-01T00:00:00.000+02:00,Otras renovables,5
259,3784.405,0.0082834421350477,2019-08-01T00:00:00.000+02:00,Otras renovables,5
260,3701.729,0.0074107399857892,2019-09-01T00:00:00.000+02:00,Otras renovables,5
261,4352.786,0.0084330759235572,2019-10-01T00:00:00.000+02:00,Otras renovables,5
262,4260.904,0.0050038598526016,2019-11-01T00:00:00.000+01:00,Otras renovables,5
263,3195.022,0.0033210695240016,2019-12-01T00:00:00.000+01:00,Otras renovables,5
264,878734.8840000001,1.0,2019-01-01T00:00:00.000+01:00,Generación renovable,5
265,569049.598,1.0,2019-02-01T00:00:00.000+01:00,Generación renovable,5
266,711475.214,1.0,2019-03-01T00:00:00.000+01:00,Generación renovable,5
267,612758.7470000001,1.0,2019-04-01T00:00:00.000+02:00,Generación renovable,5
268,964820.269,1.0,2019-05-01T00:00:00.000+02:00,Generación renovable,5
269,653700.3960000001,1.0,2019-06-01T00:00:00.000+02:00,Generación renovable,5
270,616504.057,1.0,2019-07-01T00:00:00.000+02:00,Generación renovable,5
271,456863.818,1.0,2019-08-01T00:00:00.000+02:00,Generación renovable,5
272,499508.687,1.0,2019-09-01T00:00:00.000+02:00,Generación renovable,5
273,516156.3870000001,1.0,2019-10-01T00:00:00.000+02:00,Generación renovable,5
274,851523.449,1.0,2019-11-01T00:00:00.000+01:00,Generación renovable,5
275,962046.105,1.0,2019-12-01T00:00:00.000+01:00,Generación renovable,5
276,287280.183,0.396470127187337,2020-01-01T00:00:00.000+01:00,Hidráulica,5
277,269668.184,0.3412765928797077,2020-02-01T00:00:00.000+01:00,Hidráulica,5
278,411437.656,0.3442532971621774,2020-03-01T00:00:00.000+01:00,Hidráulica,5
279,420455.39,0.423757374842193,2020-04-01T00:00:00.000+02:00,Hidráulica,5
280,458389.649,0.4007111645611421,2020-05-01T00:00:00.000+02:00,Hidráulica,5
281,326459.216,0.3289340430454505,2020-06-01T00:00:00.000+02:00,Hidráulica,5
282,257572.389,0.2180961364237858,2020-07-01T00:00:00.000+02:00,Hidráulica,5
283,209517.142,0.1954211823050279,2020-08-01T00:00:00.000+02:00,Hidráulica,5
284,150212.625,0.1586009137710991,2020-09-01T00:00:00.000+02:00,Hidráulica,5
285,240267.683,0.1989560177675142,2020-10-01T00:00:00.000+02:00,Hidráulica,5
286,202285.404,0.2706733157928651,2020-11-01T00:00:00.000+01:00,Hidráulica,5
287,233144.363,0.1740433584311591,2020-12-01T00:00:00.000+01:00,Hidráulica,5
288,394171.704,0.543989160639491,2020-01-01T00:00:00.000+01:00,Eólica,5
289,425887.595,0.5389789229690248,2020-02-01T00:00:00.000+01:00,Eólica,5
290,668910.602,0.5596830452612656,2020-03-01T00:00:00.000+01:00,Eólica,5
291,438322.747,0.44176505051425,2020-04-01T00:00:00.000+02:00,Eólica,5
292,497416.938,0.4348277081152359,2020-05-01T00:00:00.000+02:00,Eólica,5
293,464523.454,0.4680449205442475,2020-06-01T00:00:00.000+02:00,Eólica,5
294,702703.285,0.5950050473414775,2020-07-01T00:00:00.000+02:00,Eólica,5
295,668388.852,0.6234207781306044,2020-08-01T00:00:00.000+02:00,Eólica,5
296,638260.961,0.6739032197794286,2020-09-01T00:00:00.000+02:00,Eólica,5
297,858017.434,0.7104897742063004,2020-10-01T00:00:00.000+02:00,Eólica,5
298,495030.509,0.6623886184574135,2020-11-01T00:00:00.000+01:00,Eólica,5
299,1062711.647,0.7933192195077368,2020-12-01T00:00:00.000+01:00,Eólica,5
300,38977.426,0.0537920328589285,2020-01-01T00:00:00.000+01:00,Solar fotovoltaica,5
301,90623.606,0.1146880400624236,2020-02-01T00:00:00.000+01:00,Solar fotovoltaica,5
302,110752.033,0.0926671440293843,2020-03-01T00:00:00.000+01:00,Solar fotovoltaica,5
303,130256.844,0.1312797970521178,2020-04-01T00:00:00.000+02:00,Solar fotovoltaica,5
304,184508.348,0.1612919383315579,2020-05-01T00:00:00.000+02:00,Solar fotovoltaica,5
305,197867.205,0.1993671997507736,2020-06-01T00:00:00.000+02:00,Solar fotovoltaica,5
306,216928.639,0.1836815593055286,2020-07-01T00:00:00.000+02:00,Solar fotovoltaica,5
307,190992.433,0.1781427844609193,2020-08-01T00:00:00.000+02:00,Solar fotovoltaica,5
308,155115.966,0.1637780709050703,2020-09-01T00:00:00.000+02:00,Solar fotovoltaica,5
309,105574.1,0.0874216717501259,2020-10-01T00:00:00.000+02:00,Solar fotovoltaica,5
310,46269.485,0.0619121037767916,2020-11-01T00:00:00.000+01:00,Solar fotovoltaica,5
311,41018.534,0.0306205276568607,2020-12-01T00:00:00.000+01:00,Solar fotovoltaica,5
312,4165.463,0.0057486793142433,2020-01-01T00:00:00.000+01:00,Otras renovables,5
313,3995.475,0.0050564440888438,2020-02-01T00:00:00.000+01:00,Otras renovables,5
314,4059.376,0.0033965135471727,2020-03-01T00:00:00.000+01:00,Otras renovables,5
315,3172.86,0.0031977775914391,2020-04-01T00:00:00.000+02:00,Otras renovables,5
316,3625.363,0.0031691889920639,2020-05-01T00:00:00.000+02:00,Otras renovables,5
317,3626.346,0.0036538366595283,2020-06-01T00:00:00.000+02:00,Otras renovables,5
318,3799.593,0.0032172569292078,2020-07-01T00:00:00.000+02:00,Otras renovables,5
